time,IP,seq
1462856627,2001:470:83ae:2:212:6d02:0:4035,155
1462856628,2001:470:83ae:2:212:6d02:0:4042,156
1462856628,2001:470:83ae:2:212:6d02:0:4044,156
1462856631,2001:470:83ae:2:212:6d02:0:4013,157
1462856632,2001:470:83ae:2:212:6d02:0:4041,148
1462856632,2001:470:83ae:2:212:6d02:0:4034,158
1462856633,2001:470:83ae:2:212:6d02:0:4040,156
1462856635,2001:470:83ae:2:212:6d02:0:4043,152
1462856636,2001:470:83ae:2:212:6d02:0:4043,157
1462856637,2001:470:83ae:2:212:6d02:0:400f,158
1462856637,2001:470:83ae:2:212:6d02:0:4035,156
1462856638,2001:470:83ae:2:212:6d02:0:4042,157
1462856638,2001:470:83ae:2:212:6d02:0:4044,157
1462856641,2001:470:83ae:2:212:6d02:0:4013,158
1462856642,2001:470:83ae:2:212:6d02:0:4034,159
1462856642,2001:470:83ae:2:212:6d02:0:4041,149
1462856643,2001:470:83ae:2:212:6d02:0:4040,157
1462856645,2001:470:83ae:2:212:6d02:0:4043,153
1462856646,2001:470:83ae:2:212:6d02:0:4043,158
1462856647,2001:470:83ae:2:212:6d02:0:400f,159
1462856647,2001:470:83ae:2:212:6d02:0:4035,157
1462856648,2001:470:83ae:2:212:6d02:0:4042,158
1462856649,2001:470:83ae:2:212:6d02:0:4044,158
1462856651,2001:470:83ae:2:212:6d02:0:4013,159
1462856652,2001:470:83ae:2:212:6d02:0:4034,160
1462856653,2001:470:83ae:2:212:6d02:0:4040,158
1462856653,2001:470:83ae:2:212:6d02:0:4041,150
1462856655,2001:470:83ae:2:212:6d02:0:4043,154
1462856656,2001:470:83ae:2:212:6d02:0:4043,159
1462856657,2001:470:83ae:2:212:6d02:0:400f,160
1462856657,2001:470:83ae:2:212:6d02:0:4035,158
1462856658,2001:470:83ae:2:212:6d02:0:4042,159
1462856659,2001:470:83ae:2:212:6d02:0:4044,159
1462856661,2001:470:83ae:2:212:6d02:0:4013,160
1462856662,2001:470:83ae:2:212:6d02:0:4034,161
1462856663,2001:470:83ae:2:212:6d02:0:4040,159
1462856663,2001:470:83ae:2:212:6d02:0:4041,151
1462856666,2001:470:83ae:2:212:6d02:0:4043,155
1462856666,2001:470:83ae:2:212:6d02:0:4043,160
1462856667,2001:470:83ae:2:212:6d02:0:400f,161
1462856667,2001:470:83ae:2:212:6d02:0:4035,159
1462856668,2001:470:83ae:2:212:6d02:0:4042,160
1462856669,2001:470:83ae:2:212:6d02:0:4044,160
1462856671,2001:470:83ae:2:212:6d02:0:4013,161
1462856672,2001:470:83ae:2:212:6d02:0:4034,162
1462856673,2001:470:83ae:2:212:6d02:0:4040,160
1462856674,2001:470:83ae:2:212:6d02:0:4041,152
1462856676,2001:470:83ae:2:212:6d02:0:4043,156
1462856676,2001:470:83ae:2:212:6d02:0:4043,161
1462856677,2001:470:83ae:2:212:6d02:0:400f,162
1462856677,2001:470:83ae:2:212:6d02:0:4035,160
1462856678,2001:470:83ae:2:212:6d02:0:4042,161
1462856679,2001:470:83ae:2:212:6d02:0:4044,161
1462856682,2001:470:83ae:2:212:6d02:0:4034,163
1462856683,2001:470:83ae:2:212:6d02:0:4040,161
1462856684,2001:470:83ae:2:212:6d02:0:4041,153
1462856686,2001:470:83ae:2:212:6d02:0:4043,157
1462856687,2001:470:83ae:2:212:6d02:0:400f,163
1462856687,2001:470:83ae:2:212:6d02:0:4035,161
1462856688,2001:470:83ae:2:212:6d02:0:4042,162
1462856689,2001:470:83ae:2:212:6d02:0:4044,162
1462856691,2001:470:83ae:2:212:6d02:0:4013,163
1462856692,2001:470:83ae:2:212:6d02:0:4034,164
1462856693,2001:470:83ae:2:212:6d02:0:4040,162
1462856695,2001:470:83ae:2:212:6d02:0:4041,154
1462856696,2001:470:83ae:2:212:6d02:0:4043,163
1462856697,2001:470:83ae:2:212:6d02:0:400f,164
1462856697,2001:470:83ae:2:212:6d02:0:4043,158
1462856697,2001:470:83ae:2:212:6d02:0:4035,162
1462856698,2001:470:83ae:2:212:6d02:0:4042,163
1462856699,2001:470:83ae:2:212:6d02:0:4044,163
1462856701,2001:470:83ae:2:212:6d02:0:4013,164
1462856702,2001:470:83ae:2:212:6d02:0:4034,165
1462856703,2001:470:83ae:2:212:6d02:0:4040,163
1462856705,2001:470:83ae:2:212:6d02:0:4041,155
1462856706,2001:470:83ae:2:212:6d02:0:4043,164
1462856707,2001:470:83ae:2:212:6d02:0:400f,165
1462856707,2001:470:83ae:2:212:6d02:0:4035,163
1462856707,2001:470:83ae:2:212:6d02:0:4043,159
1462856708,2001:470:83ae:2:212:6d02:0:4042,164
1462856709,2001:470:83ae:2:212:6d02:0:4044,164
1462856711,2001:470:83ae:2:212:6d02:0:4013,165
1462856712,2001:470:83ae:2:212:6d02:0:4034,166
1462856713,2001:470:83ae:2:212:6d02:0:4040,164
1462856716,2001:470:83ae:2:212:6d02:0:4041,156
1462856716,2001:470:83ae:2:212:6d02:0:4043,165
1462856717,2001:470:83ae:2:212:6d02:0:400f,166
1462856717,2001:470:83ae:2:212:6d02:0:4035,164
1462856717,2001:470:83ae:2:212:6d02:0:4043,160
1462856718,2001:470:83ae:2:212:6d02:0:4042,165
1462856719,2001:470:83ae:2:212:6d02:0:4044,165
1462856721,2001:470:83ae:2:212:6d02:0:4013,166
1462856722,2001:470:83ae:2:212:6d02:0:4034,167
1462856723,2001:470:83ae:2:212:6d02:0:4040,165
1462856726,2001:470:83ae:2:212:6d02:0:4041,157
1462856727,2001:470:83ae:2:212:6d02:0:400f,167
1462856727,2001:470:83ae:2:212:6d02:0:4035,165
1462856728,2001:470:83ae:2:212:6d02:0:4042,166
1462856728,2001:470:83ae:2:212:6d02:0:4043,161
1462856729,2001:470:83ae:2:212:6d02:0:4044,166
1462856731,2001:470:83ae:2:212:6d02:0:4013,167
1462856732,2001:470:83ae:2:212:6d02:0:4034,168
1462856733,2001:470:83ae:2:212:6d02:0:4040,166
1462856736,2001:470:83ae:2:212:6d02:0:4043,167
1462856737,2001:470:83ae:2:212:6d02:0:400f,168
1462856737,2001:470:83ae:2:212:6d02:0:4035,166
1462856737,2001:470:83ae:2:212:6d02:0:4041,158
1462856738,2001:470:83ae:2:212:6d02:0:4042,167
1462856738,2001:470:83ae:2:212:6d02:0:4043,162
1462856739,2001:470:83ae:2:212:6d02:0:4044,167
1462856741,2001:470:83ae:2:212:6d02:0:4013,168
1462856742,2001:470:83ae:2:212:6d02:0:4034,169
1462856743,2001:470:83ae:2:212:6d02:0:4040,167
1462856746,2001:470:83ae:2:212:6d02:0:4043,168
1462856747,2001:470:83ae:2:212:6d02:0:400f,169
1462856747,2001:470:83ae:2:212:6d02:0:4035,167
1462856747,2001:470:83ae:2:212:6d02:0:4041,159
1462856748,2001:470:83ae:2:212:6d02:0:4042,168
1462856748,2001:470:83ae:2:212:6d02:0:4043,163
1462856749,2001:470:83ae:2:212:6d02:0:4044,168
1462856751,2001:470:83ae:2:212:6d02:0:4013,169
1462856752,2001:470:83ae:2:212:6d02:0:4034,170
1462856753,2001:470:83ae:2:212:6d02:0:4040,168
1462856756,2001:470:83ae:2:212:6d02:0:4043,169
1462856757,2001:470:83ae:2:212:6d02:0:400f,170
1462856757,2001:470:83ae:2:212:6d02:0:4035,168
1462856758,2001:470:83ae:2:212:6d02:0:4042,169
1462856758,2001:470:83ae:2:212:6d02:0:4041,160
1462856759,2001:470:83ae:2:212:6d02:0:4043,164
1462856759,2001:470:83ae:2:212:6d02:0:4044,169
1462856761,2001:470:83ae:2:212:6d02:0:4013,170
1462856762,2001:470:83ae:2:212:6d02:0:4034,171
1462856763,2001:470:83ae:2:212:6d02:0:4040,169
1462856766,2001:470:83ae:2:212:6d02:0:4043,170
1462856767,2001:470:83ae:2:212:6d02:0:400f,171
1462856767,2001:470:83ae:2:212:6d02:0:4035,169
1462856768,2001:470:83ae:2:212:6d02:0:4042,170
1462856768,2001:470:83ae:2:212:6d02:0:4041,161
1462856769,2001:470:83ae:2:212:6d02:0:4043,165
1462856769,2001:470:83ae:2:212:6d02:0:4044,170
1462856771,2001:470:83ae:2:212:6d02:0:4013,171
1462856772,2001:470:83ae:2:212:6d02:0:4034,172
1462856773,2001:470:83ae:2:212:6d02:0:4040,170
1462856776,2001:470:83ae:2:212:6d02:0:4043,171
1462856777,2001:470:83ae:2:212:6d02:0:400f,172
1462856777,2001:470:83ae:2:212:6d02:0:4035,170
1462856777,2001:470:83ae:2:212:6d02:0:4042,171
1462856779,2001:470:83ae:2:212:6d02:0:4041,162
1462856779,2001:470:83ae:2:212:6d02:0:4043,166
1462856779,2001:470:83ae:2:212:6d02:0:4044,171
1462856781,2001:470:83ae:2:212:6d02:0:4013,172
1462856782,2001:470:83ae:2:212:6d02:0:4034,173
1462856783,2001:470:83ae:2:212:6d02:0:4040,171
1462856786,2001:470:83ae:2:212:6d02:0:4043,172
1462856787,2001:470:83ae:2:212:6d02:0:400f,173
1462856787,2001:470:83ae:2:212:6d02:0:4035,171
1462856787,2001:470:83ae:2:212:6d02:0:4042,172
1462856789,2001:470:83ae:2:212:6d02:0:4041,163
1462856789,2001:470:83ae:2:212:6d02:0:4044,172
1462856790,2001:470:83ae:2:212:6d02:0:4043,167
1462856791,2001:470:83ae:2:212:6d02:0:4013,173
1462856792,2001:470:83ae:2:212:6d02:0:4034,174
1462856793,2001:470:83ae:2:212:6d02:0:4040,172
1462856796,2001:470:83ae:2:212:6d02:0:4043,173
1462856797,2001:470:83ae:2:212:6d02:0:400f,174
1462856797,2001:470:83ae:2:212:6d02:0:4035,172
1462856797,2001:470:83ae:2:212:6d02:0:4042,173
1462856800,2001:470:83ae:2:212:6d02:0:4044,173
1462856800,2001:470:83ae:2:212:6d02:0:4041,164
1462856800,2001:470:83ae:2:212:6d02:0:4043,168
1462856801,2001:470:83ae:2:212:6d02:0:4013,174
1462856802,2001:470:83ae:2:212:6d02:0:4034,175
1462856803,2001:470:83ae:2:212:6d02:0:4040,173
1462856806,2001:470:83ae:2:212:6d02:0:4043,174
1462856807,2001:470:83ae:2:212:6d02:0:400f,175
1462856807,2001:470:83ae:2:212:6d02:0:4035,173
1462856807,2001:470:83ae:2:212:6d02:0:4042,174
1462856810,2001:470:83ae:2:212:6d02:0:4044,174
1462856810,2001:470:83ae:2:212:6d02:0:4043,169
1462856810,2001:470:83ae:2:212:6d02:0:4041,165
1462856811,2001:470:83ae:2:212:6d02:0:4013,175
1462856812,2001:470:83ae:2:212:6d02:0:4034,176
1462856813,2001:470:83ae:2:212:6d02:0:4040,174
1462856816,2001:470:83ae:2:212:6d02:0:4043,175
1462856817,2001:470:83ae:2:212:6d02:0:400f,176
1462856817,2001:470:83ae:2:212:6d02:0:4035,174
1462856817,2001:470:83ae:2:212:6d02:0:4042,175
1462856820,2001:470:83ae:2:212:6d02:0:4044,175
1462856820,2001:470:83ae:2:212:6d02:0:4013,176
1462856821,2001:470:83ae:2:212:6d02:0:4043,170
1462856821,2001:470:83ae:2:212:6d02:0:4041,166
1462856822,2001:470:83ae:2:212:6d02:0:4034,177
1462856823,2001:470:83ae:2:212:6d02:0:4040,175
1462856826,2001:470:83ae:2:212:6d02:0:4043,176
1462856827,2001:470:83ae:2:212:6d02:0:400f,177
1462856827,2001:470:83ae:2:212:6d02:0:4035,175
1462856827,2001:470:83ae:2:212:6d02:0:4042,176
1462856830,2001:470:83ae:2:212:6d02:0:4044,176
1462856830,2001:470:83ae:2:212:6d02:0:4013,177
1462856831,2001:470:83ae:2:212:6d02:0:4043,171
1462856831,2001:470:83ae:2:212:6d02:0:4041,167
1462856832,2001:470:83ae:2:212:6d02:0:4034,178
1462856833,2001:470:83ae:2:212:6d02:0:4040,176
1462856836,2001:470:83ae:2:212:6d02:0:4043,177
1462856837,2001:470:83ae:2:212:6d02:0:400f,178
1462856837,2001:470:83ae:2:212:6d02:0:4035,176
1462856837,2001:470:83ae:2:212:6d02:0:4042,177
1462856840,2001:470:83ae:2:212:6d02:0:4044,177
1462856841,2001:470:83ae:2:212:6d02:0:4013,178
1462856841,2001:470:83ae:2:212:6d02:0:4043,172
1462856842,2001:470:83ae:2:212:6d02:0:4041,168
1462856842,2001:470:83ae:2:212:6d02:0:4034,179
1462856843,2001:470:83ae:2:212:6d02:0:4040,177
1462856846,2001:470:83ae:2:212:6d02:0:4043,178
1462856847,2001:470:83ae:2:212:6d02:0:400f,179
1462856847,2001:470:83ae:2:212:6d02:0:4035,177
1462856847,2001:470:83ae:2:212:6d02:0:4042,178
1462856850,2001:470:83ae:2:212:6d02:0:4044,178
1462856850,2001:470:83ae:2:212:6d02:0:4013,179
1462856852,2001:470:83ae:2:212:6d02:0:4043,173
1462856852,2001:470:83ae:2:212:6d02:0:4034,180
1462856852,2001:470:83ae:2:212:6d02:0:4041,169
1462856853,2001:470:83ae:2:212:6d02:0:4040,178
1462856856,2001:470:83ae:2:212:6d02:0:4043,179
1462856857,2001:470:83ae:2:212:6d02:0:400f,180
1462856857,2001:470:83ae:2:212:6d02:0:4035,178
1462856857,2001:470:83ae:2:212:6d02:0:4042,179
1462856860,2001:470:83ae:2:212:6d02:0:4044,179
1462856860,2001:470:83ae:2:212:6d02:0:4013,180
1462856862,2001:470:83ae:2:212:6d02:0:4043,174
1462856862,2001:470:83ae:2:212:6d02:0:4034,181
1462856863,2001:470:83ae:2:212:6d02:0:4040,179
1462856863,2001:470:83ae:2:212:6d02:0:4041,170
1462856866,2001:470:83ae:2:212:6d02:0:4043,180
1462856867,2001:470:83ae:2:212:6d02:0:400f,181
1462856867,2001:470:83ae:2:212:6d02:0:4035,179
1462856867,2001:470:83ae:2:212:6d02:0:4042,180
1462856870,2001:470:83ae:2:212:6d02:0:4044,180
1462856870,2001:470:83ae:2:212:6d02:0:4013,181
1462856872,2001:470:83ae:2:212:6d02:0:4034,182
1462856872,2001:470:83ae:2:212:6d02:0:4043,175
1462856873,2001:470:83ae:2:212:6d02:0:4040,180
1462856873,2001:470:83ae:2:212:6d02:0:4041,171
1462856876,2001:470:83ae:2:212:6d02:0:4043,181
1462856877,2001:470:83ae:2:212:6d02:0:400f,182
1462856877,2001:470:83ae:2:212:6d02:0:4035,180
1462856877,2001:470:83ae:2:212:6d02:0:4042,181
1462856880,2001:470:83ae:2:212:6d02:0:4044,181
1462856880,2001:470:83ae:2:212:6d02:0:4013,182
1462856882,2001:470:83ae:2:212:6d02:0:4034,183
1462856882,2001:470:83ae:2:212:6d02:0:4043,176
1462856883,2001:470:83ae:2:212:6d02:0:4040,181
1462856884,2001:470:83ae:2:212:6d02:0:4041,172
1462856886,2001:470:83ae:2:212:6d02:0:4043,182
1462856887,2001:470:83ae:2:212:6d02:0:400f,183
1462856887,2001:470:83ae:2:212:6d02:0:4035,181
1462856887,2001:470:83ae:2:212:6d02:0:4042,182
1462856890,2001:470:83ae:2:212:6d02:0:4044,182
1462856890,2001:470:83ae:2:212:6d02:0:4013,183
1462856892,2001:470:83ae:2:212:6d02:0:4034,184
1462856893,2001:470:83ae:2:212:6d02:0:4040,182
1462856893,2001:470:83ae:2:212:6d02:0:4043,177
1462856894,2001:470:83ae:2:212:6d02:0:4041,173
1462856896,2001:470:83ae:2:212:6d02:0:4043,183
1462856897,2001:470:83ae:2:212:6d02:0:400f,184
1462856897,2001:470:83ae:2:212:6d02:0:4035,182
1462856897,2001:470:83ae:2:212:6d02:0:4042,183
1462856900,2001:470:83ae:2:212:6d02:0:4044,183
1462856900,2001:470:83ae:2:212:6d02:0:4013,184
1462856902,2001:470:83ae:2:212:6d02:0:4034,185
1462856903,2001:470:83ae:2:212:6d02:0:4040,183
1462856903,2001:470:83ae:2:212:6d02:0:4043,178
1462856905,2001:470:83ae:2:212:6d02:0:4041,174
1462856906,2001:470:83ae:2:212:6d02:0:4043,184
1462856907,2001:470:83ae:2:212:6d02:0:400f,185
1462856907,2001:470:83ae:2:212:6d02:0:4035,183
1462856907,2001:470:83ae:2:212:6d02:0:4042,184
1462856910,2001:470:83ae:2:212:6d02:0:4044,184
1462856910,2001:470:83ae:2:212:6d02:0:4013,185
1462856912,2001:470:83ae:2:212:6d02:0:4034,186
1462856913,2001:470:83ae:2:212:6d02:0:4040,184
1462856913,2001:470:83ae:2:212:6d02:0:4043,179
1462856915,2001:470:83ae:2:212:6d02:0:4041,175
1462856916,2001:470:83ae:2:212:6d02:0:4043,185
1462856917,2001:470:83ae:2:212:6d02:0:400f,186
1462856917,2001:470:83ae:2:212:6d02:0:4035,184
1462856917,2001:470:83ae:2:212:6d02:0:4042,185
1462856920,2001:470:83ae:2:212:6d02:0:4044,185
1462856920,2001:470:83ae:2:212:6d02:0:4013,186
1462856922,2001:470:83ae:2:212:6d02:0:4034,187
1462856923,2001:470:83ae:2:212:6d02:0:4040,185
1462856924,2001:470:83ae:2:212:6d02:0:4043,180
1462856926,2001:470:83ae:2:212:6d02:0:4041,176
1462856926,2001:470:83ae:2:212:6d02:0:4043,186
1462856927,2001:470:83ae:2:212:6d02:0:400f,187
1462856927,2001:470:83ae:2:212:6d02:0:4035,185
1462856927,2001:470:83ae:2:212:6d02:0:4042,186
1462856930,2001:470:83ae:2:212:6d02:0:4044,186
1462856930,2001:470:83ae:2:212:6d02:0:4013,187
1462856932,2001:470:83ae:2:212:6d02:0:4034,188
1462856933,2001:470:83ae:2:212:6d02:0:4040,186
1462856934,2001:470:83ae:2:212:6d02:0:4043,181
1462856936,2001:470:83ae:2:212:6d02:0:4043,187
1462856936,2001:470:83ae:2:212:6d02:0:4041,177
1462856937,2001:470:83ae:2:212:6d02:0:400f,188
1462856937,2001:470:83ae:2:212:6d02:0:4035,186
1462856937,2001:470:83ae:2:212:6d02:0:4042,187
1462856940,2001:470:83ae:2:212:6d02:0:4044,187
1462856942,2001:470:83ae:2:212:6d02:0:4034,189
1462856942,2001:470:83ae:2:212:6d02:0:4040,187
1462856944,2001:470:83ae:2:212:6d02:0:4043,182
1462856946,2001:470:83ae:2:212:6d02:0:4043,188
1462856947,2001:470:83ae:2:212:6d02:0:400f,189
1462856947,2001:470:83ae:2:212:6d02:0:4035,187
1462856947,2001:470:83ae:2:212:6d02:0:4041,178
1462856947,2001:470:83ae:2:212:6d02:0:4042,188
1462856950,2001:470:83ae:2:212:6d02:0:4013,189
1462856950,2001:470:83ae:2:212:6d02:0:4044,188
1462856952,2001:470:83ae:2:212:6d02:0:4034,190
1462856952,2001:470:83ae:2:212:6d02:0:4040,188
1462856955,2001:470:83ae:2:212:6d02:0:4043,183
1462856956,2001:470:83ae:2:212:6d02:0:4043,189
1462856957,2001:470:83ae:2:212:6d02:0:400f,190
1462856957,2001:470:83ae:2:212:6d02:0:4035,188
1462856957,2001:470:83ae:2:212:6d02:0:4042,189
1462856957,2001:470:83ae:2:212:6d02:0:4041,179
1462856960,2001:470:83ae:2:212:6d02:0:4013,190
1462856961,2001:470:83ae:2:212:6d02:0:4044,189
1462856962,2001:470:83ae:2:212:6d02:0:4034,191
1462856962,2001:470:83ae:2:212:6d02:0:4040,189
1462856965,2001:470:83ae:2:212:6d02:0:4043,184
1462856966,2001:470:83ae:2:212:6d02:0:4043,190
1462856967,2001:470:83ae:2:212:6d02:0:400f,191
1462856967,2001:470:83ae:2:212:6d02:0:4035,189
1462856967,2001:470:83ae:2:212:6d02:0:4042,190
1462856968,2001:470:83ae:2:212:6d02:0:4041,180
1462856970,2001:470:83ae:2:212:6d02:0:4013,191
1462856971,2001:470:83ae:2:212:6d02:0:4044,190
1462856972,2001:470:83ae:2:212:6d02:0:4034,192
1462856972,2001:470:83ae:2:212:6d02:0:4040,190
1462856975,2001:470:83ae:2:212:6d02:0:4043,185
1462856976,2001:470:83ae:2:212:6d02:0:4043,191
1462856977,2001:470:83ae:2:212:6d02:0:400f,192
1462856977,2001:470:83ae:2:212:6d02:0:4035,190
1462856977,2001:470:83ae:2:212:6d02:0:4042,191
1462856978,2001:470:83ae:2:212:6d02:0:4041,181
1462856980,2001:470:83ae:2:212:6d02:0:4013,192
1462856981,2001:470:83ae:2:212:6d02:0:4044,191
1462856982,2001:470:83ae:2:212:6d02:0:4034,193
1462856982,2001:470:83ae:2:212:6d02:0:4040,191
1462856986,2001:470:83ae:2:212:6d02:0:4043,186
1462856986,2001:470:83ae:2:212:6d02:0:4043,192
1462856987,2001:470:83ae:2:212:6d02:0:400f,193
1462856987,2001:470:83ae:2:212:6d02:0:4035,191
1462856987,2001:470:83ae:2:212:6d02:0:4042,192
1462856989,2001:470:83ae:2:212:6d02:0:4041,182
1462856990,2001:470:83ae:2:212:6d02:0:4013,193
1462856991,2001:470:83ae:2:212:6d02:0:4044,192
1462856992,2001:470:83ae:2:212:6d02:0:4034,194
1462856992,2001:470:83ae:2:212:6d02:0:4040,192
1462856996,2001:470:83ae:2:212:6d02:0:4043,193
1462856996,2001:470:83ae:2:212:6d02:0:4043,187
1462856997,2001:470:83ae:2:212:6d02:0:400f,194
1462856997,2001:470:83ae:2:212:6d02:0:4035,192
1462856997,2001:470:83ae:2:212:6d02:0:4042,193
1462856999,2001:470:83ae:2:212:6d02:0:4041,183
1462857000,2001:470:83ae:2:212:6d02:0:4013,194
1462857001,2001:470:83ae:2:212:6d02:0:4044,193
1462857002,2001:470:83ae:2:212:6d02:0:4034,195
1462857002,2001:470:83ae:2:212:6d02:0:4040,193
1462857006,2001:470:83ae:2:212:6d02:0:4043,194
1462857006,2001:470:83ae:2:212:6d02:0:4043,188
1462857007,2001:470:83ae:2:212:6d02:0:400f,195
1462857007,2001:470:83ae:2:212:6d02:0:4035,193
1462857007,2001:470:83ae:2:212:6d02:0:4042,194
1462857010,2001:470:83ae:2:212:6d02:0:4041,184
1462857010,2001:470:83ae:2:212:6d02:0:4013,195
1462857011,2001:470:83ae:2:212:6d02:0:4044,194
1462857012,2001:470:83ae:2:212:6d02:0:4034,196
1462857012,2001:470:83ae:2:212:6d02:0:4040,194
1462857016,2001:470:83ae:2:212:6d02:0:4043,195
1462857017,2001:470:83ae:2:212:6d02:0:400f,196
1462857017,2001:470:83ae:2:212:6d02:0:4043,189
1462857017,2001:470:83ae:2:212:6d02:0:4035,194
1462857017,2001:470:83ae:2:212:6d02:0:4042,195
1462857020,2001:470:83ae:2:212:6d02:0:4041,185
1462857020,2001:470:83ae:2:212:6d02:0:4013,196
1462857021,2001:470:83ae:2:212:6d02:0:4044,195
1462857022,2001:470:83ae:2:212:6d02:0:4034,197
1462857022,2001:470:83ae:2:212:6d02:0:4040,195
1462857026,2001:470:83ae:2:212:6d02:0:4043,196
1462857027,2001:470:83ae:2:212:6d02:0:400f,197
1462857027,2001:470:83ae:2:212:6d02:0:4035,195
1462857027,2001:470:83ae:2:212:6d02:0:4043,190
1462857027,2001:470:83ae:2:212:6d02:0:4042,196
1462857030,2001:470:83ae:2:212:6d02:0:4013,197
1462857031,2001:470:83ae:2:212:6d02:0:4041,186
1462857031,2001:470:83ae:2:212:6d02:0:4044,196
1462857032,2001:470:83ae:2:212:6d02:0:4034,198
1462857032,2001:470:83ae:2:212:6d02:0:4040,196
1462857036,2001:470:83ae:2:212:6d02:0:4043,197
1462857037,2001:470:83ae:2:212:6d02:0:400f,198
1462857037,2001:470:83ae:2:212:6d02:0:4035,196
1462857037,2001:470:83ae:2:212:6d02:0:4042,197
1462857037,2001:470:83ae:2:212:6d02:0:4043,191
1462857040,2001:470:83ae:2:212:6d02:0:4013,198
1462857041,2001:470:83ae:2:212:6d02:0:4044,197
1462857041,2001:470:83ae:2:212:6d02:0:4041,187
1462857042,2001:470:83ae:2:212:6d02:0:4034,199
1462857042,2001:470:83ae:2:212:6d02:0:4040,197
1462857046,2001:470:83ae:2:212:6d02:0:4043,198
1462857047,2001:470:83ae:2:212:6d02:0:400f,199
1462857047,2001:470:83ae:2:212:6d02:0:4035,197
1462857047,2001:470:83ae:2:212:6d02:0:4042,198
1462857048,2001:470:83ae:2:212:6d02:0:4043,192
1462857050,2001:470:83ae:2:212:6d02:0:4013,199
1462857051,2001:470:83ae:2:212:6d02:0:4044,198
1462857052,2001:470:83ae:2:212:6d02:0:4034,200
1462857052,2001:470:83ae:2:212:6d02:0:4041,188
1462857052,2001:470:83ae:2:212:6d02:0:4040,198
1462857056,2001:470:83ae:2:212:6d02:0:4043,199
1462857057,2001:470:83ae:2:212:6d02:0:400f,200
1462857057,2001:470:83ae:2:212:6d02:0:4035,198
1462857057,2001:470:83ae:2:212:6d02:0:4042,199
1462857058,2001:470:83ae:2:212:6d02:0:4043,193
1462857060,2001:470:83ae:2:212:6d02:0:4013,200
1462857061,2001:470:83ae:2:212:6d02:0:4044,199
1462857062,2001:470:83ae:2:212:6d02:0:4034,201
1462857062,2001:470:83ae:2:212:6d02:0:4041,189
1462857062,2001:470:83ae:2:212:6d02:0:4040,199
1462857066,2001:470:83ae:2:212:6d02:0:4043,200
1462857067,2001:470:83ae:2:212:6d02:0:400f,201
1462857067,2001:470:83ae:2:212:6d02:0:4035,199
1462857067,2001:470:83ae:2:212:6d02:0:4042,200
1462857068,2001:470:83ae:2:212:6d02:0:4043,194
1462857070,2001:470:83ae:2:212:6d02:0:4013,201
1462857071,2001:470:83ae:2:212:6d02:0:4044,200
1462857072,2001:470:83ae:2:212:6d02:0:4034,202
1462857072,2001:470:83ae:2:212:6d02:0:4040,200
1462857073,2001:470:83ae:2:212:6d02:0:4041,190
1462857076,2001:470:83ae:2:212:6d02:0:4043,201
1462857077,2001:470:83ae:2:212:6d02:0:400f,202
1462857077,2001:470:83ae:2:212:6d02:0:4035,200
1462857077,2001:470:83ae:2:212:6d02:0:4042,201
1462857079,2001:470:83ae:2:212:6d02:0:4043,195
1462857080,2001:470:83ae:2:212:6d02:0:4013,202
1462857081,2001:470:83ae:2:212:6d02:0:4044,201
1462857082,2001:470:83ae:2:212:6d02:0:4034,203
1462857082,2001:470:83ae:2:212:6d02:0:4040,201
1462857083,2001:470:83ae:2:212:6d02:0:4041,191
1462857086,2001:470:83ae:2:212:6d02:0:4043,202
1462857087,2001:470:83ae:2:212:6d02:0:400f,203
1462857087,2001:470:83ae:2:212:6d02:0:4035,201
1462857087,2001:470:83ae:2:212:6d02:0:4042,202
1462857089,2001:470:83ae:2:212:6d02:0:4043,196
1462857090,2001:470:83ae:2:212:6d02:0:4013,203
1462857091,2001:470:83ae:2:212:6d02:0:4044,202
1462857092,2001:470:83ae:2:212:6d02:0:4034,204
1462857092,2001:470:83ae:2:212:6d02:0:4040,202
1462857094,2001:470:83ae:2:212:6d02:0:4041,192
1462857096,2001:470:83ae:2:212:6d02:0:4043,203
1462857097,2001:470:83ae:2:212:6d02:0:400f,204
1462857097,2001:470:83ae:2:212:6d02:0:4035,202
1462857097,2001:470:83ae:2:212:6d02:0:4042,203
1462857099,2001:470:83ae:2:212:6d02:0:4043,197
1462857100,2001:470:83ae:2:212:6d02:0:4013,204
1462857102,2001:470:83ae:2:212:6d02:0:4044,203
1462857102,2001:470:83ae:2:212:6d02:0:4034,205
1462857102,2001:470:83ae:2:212:6d02:0:4040,203
1462857104,2001:470:83ae:2:212:6d02:0:4041,193
1462857106,2001:470:83ae:2:212:6d02:0:4043,204
1462857107,2001:470:83ae:2:212:6d02:0:400f,205
1462857107,2001:470:83ae:2:212:6d02:0:4035,203
1462857107,2001:470:83ae:2:212:6d02:0:4042,204
1462857110,2001:470:83ae:2:212:6d02:0:4043,198
1462857110,2001:470:83ae:2:212:6d02:0:4013,205
1462857112,2001:470:83ae:2:212:6d02:0:4034,206
1462857112,2001:470:83ae:2:212:6d02:0:4044,204
1462857112,2001:470:83ae:2:212:6d02:0:4040,204
1462857115,2001:470:83ae:2:212:6d02:0:4041,194
1462857116,2001:470:83ae:2:212:6d02:0:4043,205
1462857117,2001:470:83ae:2:212:6d02:0:400f,206
